,canonicalUrl,push_tag,commentId,commentContent,commentTime
61,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,s51007john,推,27.247.12.54 03/06 13:53
62,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,dvnorlag,小狐狸可愛,49.216.190.171 03/06 14:01
63,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,rosa8545,我婆,213.127.9.25 03/06 14:36
64,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,martin41078,推推,223.138.168.236 03/06 14:41
65,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,Chang0925,老婆,42.74.84.114 03/06 14:46
66,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,harry155007,啊啊 想大bowser 一樣抓走公主,123.110.136.30 03/06 14:48
67,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,beansprout,以上已截圖 不排除提吉騷擾我老婆,42.76.145.224 03/06 15:08
68,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,azurestone,有吉岡我就推,59.120.23.178 03/06 15:11
69,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,chihua1204,推,175.96.84.116 03/06 15:12
70,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,DENNISJHENG,推,39.13.67.75 03/06 15:13
71,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,nktaurtl,推爆,223.137.89.79 03/06 15:15
72,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,echociel,腰長腿短的日本人體型代表,124.219.200.165 03/06 15:24
73,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,→,yo199218,好美！謝謝,111.71.98.254 03/06 15:30
74,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,Leinard,可愛,60.53.95.168 03/06 16:00
75,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,GohHiong,這個太讚了,27.52.127.87 03/06 16:35
76,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,tonywu8c8c,可愛又兇  真D不科學,42.72.44.135 03/06 16:44
77,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,laputaca,里帆！！,203.73.176.198 03/06 16:47
78,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,yf40108,是像 鈴村愛理 不是 鈴木心春吧,42.74.242.28 03/06 16:52
79,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,HunsKing,會爆嗎?這篇,111.82.80.197 03/06 16:56
80,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,straypoet,可愛小狐狸,223.137.21.37 03/06 17:11
81,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,guitar10506,我老婆以上全部檢舉,223.136.188.116 03/06 17:25
82,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,NoteEdge,紅了以後完全看不到惹,61.231.38.242 03/06 17:30
83,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,tyl510288,婆爆,114.38.161.80 03/06 17:57
84,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,focus78612,很可以,140.116.253.41 03/06 18:14
85,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,sammy0411,我老婆,101.12.164.89 03/06 18:25
86,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,rapnose,《看不見的目擊者》,111.253.24.8 03/06 18:37
87,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,tp6rmp4jo3ya,推,49.216.167.146 03/06 18:39
88,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,bn5566,只能推了 可愛又性感,223.140.58.211 03/06 18:46
89,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,aspd193,真的超正的,36.236.71.26 03/06 19:33
90,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,asd132zxc487,正爆,114.137.161.179 03/06 19:44
91,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,dendenomg,封了 真可惡,111.83.153.169 03/06 19:49
92,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,taleschia,我老婆 謝謝,175.96.76.90 03/06 19:51
93,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,dk102102102,超優,114.198.177.246 03/06 20:16
94,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,happy1712,婆爆 吃東西好可愛,223.139.188.154 03/06 20:49
95,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,shala,https://i.imgur.com/vG1Iajq.jpg,138.68.224.227 03/06 21:17
96,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,噓,YoshiokaRiho,変態、嫌だ,122.116.27.188 03/06 21:32
97,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,palapalanhu,讚,36.224.51.241 03/06 21:32
98,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,pppbruce,我老婆,203.204.174.162 03/06 21:50
99,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,s4101845,靠 真的棒,101.9.201.234 03/06 21:54
100,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,chenweiwin,逼死人,111.254.63.89 03/06 22:11
101,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,Overpowered,超讚,49.216.160.217 03/06 22:35
102,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,invokejk55,我婆,223.136.98.145 03/06 22:51
103,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,jasonccr,噢噢噢 大推,111.71.67.128 03/06 22:54
104,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,s5689,我婆,180.217.65.181 03/06 23:10
105,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,funami087,老婆,101.15.162.147 03/06 23:36
106,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,kanyon,女神,42.72.112.51 03/07 00:09
107,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,HunsKing,要爆囉,111.82.80.197 03/07 00:49
108,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,HPwu,封奶還是讚爆,223.137.176.206 03/07 00:50
109,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,kimura0701,超可愛 救命,111.71.51.126 03/07 01:40
110,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,AJhe0924,像是比較圓潤的鈴村愛里啊 鈴村太瘦了，,101.11.12.149 03/07 02:13
111,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,→,AJhe0924,吉岡笑起來感覺比武田愉悅一點(?),101.11.12.149 03/07 02:13
112,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,tony20095,吉岡小狐狸我婆,101.13.236.161 03/07 02:29
113,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,ringohejia,真的不行                  了,36.239.134.230 03/07 03:02
114,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,crooookie,她的笑有夠可愛的,49.216.190.223 03/07 03:03
115,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,kotorichan,推,114.136.171.111 03/07 06:08
116,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,wirecut,可愛,110.26.222.58 03/07 06:25
117,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,sufate,婆爆,1.161.204.79 03/07 07:18
118,https://www.ptt.cc/bbs/Beauty/M.1583459375.A.C34.html,推,zardmih,讚,111.83.133.64 03/07 08:00
0,https://www.ptt.cc/bbs/Beauty/M.1583333271.A.CF9.html,推,nolimits,之前演都立水商時我覺得她演技不錯,36.233.103.237 03/04 22:52
1,https://www.ptt.cc/bbs/Beauty/M.1583333271.A.CF9.html,推,BusterPosey,有她和笨蛋的地方就很好笑,114.37.146.107 03/04 23:01
2,https://www.ptt.cc/bbs/Beauty/M.1583333271.A.CF9.html,推,mepass,比較想知道第二張照片那男的是誰,42.75.169.46 03/05 00:23
3,https://www.ptt.cc/bbs/Beauty/M.1583333271.A.CF9.html,→,mepass,長得也太有特色,42.75.169.46 03/05 00:23
4,https://www.ptt.cc/bbs/Beauty/M.1583333271.A.CF9.html,推,linchen1121,第一張是不是濃姬？,223.139.139.17 03/05 00:39
5,https://www.ptt.cc/bbs/Beauty/M.1583333271.A.CF9.html,→,linchen1121,有阿宅和機器人時才好笑，只有笨蛋,223.139.139.17 03/05 00:40
6,https://www.ptt.cc/bbs/Beauty/M.1583333271.A.CF9.html,→,linchen1121,時很難笑,223.139.139.17 03/05 00:40
7,https://www.ptt.cc/bbs/Beauty/M.1583333271.A.CF9.html,推,lliuooia,死宅跟機器人很讚,111.71.5.10 03/05 01:07
8,https://www.ptt.cc/bbs/Beauty/M.1583333271.A.CF9.html,→,playlive,https://i.imgur.com/bs4Zv1D.jpg,36.239.204.183 03/05 02:04
9,https://www.ptt.cc/bbs/Beauty/M.1583333271.A.CF9.html,推,akiyo791,推,118.233.155.121 03/05 22:51
0,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,cms6384,腿,61.61.227.213 03/04 23:28
1,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,→,focusd,老司機快開車,111.250.19.132 03/04 23:30
2,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,michael0323,長腿黑絲我就推,123.192.61.81 03/05 00:05
3,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,→,n61208,Horrible eyes......,111.83.71.155 03/05 00:43
4,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,mgochen,求門,140.115.200.100 03/05 00:57
5,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,噓,processor,塑膠就別貼啦 拜託,223.140.183.80 03/05 01:38
6,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,jackshadow,前兩張超級讚,114.137.253.39 03/05 01:53
7,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,sophia810413,不錯,101.11.6.151 03/05 02:27
8,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,→,cokelime,還不錯耶,118.167.176.252 03/05 03:27
9,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,lushow,很明顯的塑膠,180.217.132.88 03/05 05:28
10,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,alexliao2027,召喚阿伯,125.224.4.68 03/05 06:54
11,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,jrm093,醜到不行,59.126.18.131 03/05 07:03
12,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,hide7isgod,第一張人跟車都要,220.137.153.97 03/05 07:47
13,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,→,asdxxg5,最後兩張的額頭厲害,219.68.168.89 03/05 07:53
14,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,KSWang,開門,118.150.147.184 03/05 08:07
15,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,噓,Skies8599,不可以,101.9.236.17 03/05 08:25
16,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,theclgy2001,阿伯圖,49.214.192.195 03/05 09:08
17,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,saxen,o-k,111.251.200.106 03/05 09:29
18,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,owo0204,腿,180.217.136.104 03/05 09:29
19,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,Noxves,她一直對著你笑 笑的你心裡發寒,114.44.187.26 03/05 09:51
20,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,michellehot,阿伯該上班了,59.124.222.250 03/05 09:55
21,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,tactical,第一張腰以下的線條真讚!!,59.125.76.84 03/05 09:58
22,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,→,sunmoon16,沒整啦 頂多美肌開大了點水餃墊塞多了,1.200.211.199 03/05 10:09
23,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,→,sunmoon16,點,1.200.211.199 03/05 10:09
24,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,newonekung,https://i.imgur.com/Wc1oqao.jpg,42.72.158.202 03/05 10:19
25,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,koreadog1,越來越想跟她一起學毛筆了,1.200.215.229 03/05 10:19
26,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,→,force5566,塑膠做的？,36.224.93.175 03/05 10:23
27,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,twolover,自己學妹 她沒塑膠啦 只是太瘦了,101.10.62.157 03/05 10:47
28,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,PigBlood,正,118.165.61.207 03/05 11:00
29,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,Krishna,讚啦，不要跟我說什麼 塑膠臉,192.198.168.40 03/05 11:16
30,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,raywoor,門？,101.12.144.50 03/05 11:30
31,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,RicciYeh,https://instagram.com/54lin._.a,118.163.131.88 03/05 11:31
32,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,XXXXXXXXXXXD,瘦版泱泱   想當農夫種稻了,180.217.86.196 03/05 12:13
33,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,dog990999,阿伯讚,223.136.182.143 03/05 12:24
34,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,kiminoegao,之前好像有去胡瓜的節目比賽唱歌耶,180.217.204.212 03/05 12:31
35,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,→,penny949,呃,180.217.124.139 03/05 12:53
36,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,apolloapollo,有+9味 不過+9妹都很讚,27.52.165.212 03/05 14:29
37,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,→,stark5566,眼睛好恐怖,223.137.159.200 03/05 15:47
38,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,ptt821105,正,39.10.70.42 03/05 17:03
39,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,ROBERTER,絲襪美腿給推,114.47.112.181 03/05 17:53
40,https://www.ptt.cc/bbs/Beauty/M.1583335114.A.5F8.html,推,bb1490tw,好可愛,180.217.216.45 03/05 18:34
0,https://www.ptt.cc/bbs/Beauty/M.1583336013.A.9CA.html,噓,g987669,表特？,180.217.111.212 03/04 23:35
1,https://www.ptt.cc/bbs/Beauty/M.1583336013.A.9CA.html,噓,HunsKing,你要不要掛號眼科?,111.82.79.228 03/04 23:45
2,https://www.ptt.cc/bbs/Beauty/M.1583336013.A.9CA.html,推,NikonD5,上週六見過本人，比截圖好太多。,118.165.7.109 03/04 23:58
3,https://www.ptt.cc/bbs/Beauty/M.1583336013.A.9CA.html,推,JerianGrant,剛退伍??,220.132.201.136 03/05 00:08
4,https://www.ptt.cc/bbs/Beauty/M.1583336013.A.9CA.html,→,alohac,我覺得其實還...嘔嘔嘔嘔嘔,110.50.188.125 03/05 00:08
5,https://www.ptt.cc/bbs/Beauty/M.1583336013.A.9CA.html,噓,epilepcy,好啦美醜主觀,59.124.143.199 03/05 00:11
6,https://www.ptt.cc/bbs/Beauty/M.1583336013.A.9CA.html,推,guy4409,不是靠爸波波給推啦,223.141.231.242 03/05 00:52
7,https://www.ptt.cc/bbs/Beauty/M.1583336013.A.9CA.html,噓,adgbw8728,？？？,223.137.93.11 03/05 01:03
8,https://www.ptt.cc/bbs/Beauty/M.1583336013.A.9CA.html,噓,jackshadow,截這什麼爛圖 本人美多了,114.137.253.39 03/05 02:27
9,https://www.ptt.cc/bbs/Beauty/M.1583336013.A.9CA.html,推,westwet,Shall we play a game?,61.231.86.208 03/05 03:53
10,https://www.ptt.cc/bbs/Beauty/M.1583336013.A.9CA.html,噓,louis5265,老實說我覺得有點像男生,49.216.64.2 03/05 08:24
11,https://www.ptt.cc/bbs/Beauty/M.1583336013.A.9CA.html,推,jodie0115,還不錯呀,49.216.55.234 03/05 08:35
12,https://www.ptt.cc/bbs/Beauty/M.1583336013.A.9CA.html,噓,neiltsang,當兵中的會喜歡,61.220.255.143 03/05 10:13
13,https://www.ptt.cc/bbs/Beauty/M.1583336013.A.9CA.html,噓,smokey,表特已死,223.141.50.240 03/05 10:49
14,https://www.ptt.cc/bbs/Beauty/M.1583336013.A.9CA.html,→,joy20023212,很有魅力給箭頭,101.10.6.253 03/05 10:53
15,https://www.ptt.cc/bbs/Beauty/M.1583336013.A.9CA.html,→,XXXXXXXXXXXD,髮型要改一下,180.217.86.196 03/05 12:14
16,https://www.ptt.cc/bbs/Beauty/M.1583336013.A.9CA.html,推,sadtear,嘎老師？,49.219.163.68 03/05 12:23
0,https://www.ptt.cc/bbs/Beauty/M.1583339948.A.BE7.html,→,wafiea708,你要選就第二個 每年都有新戲  可以常,123.193.209.50 03/05 01:42
1,https://www.ptt.cc/bbs/Beauty/M.1583339948.A.BE7.html,→,wafiea708,常看到他,123.193.209.50 03/05 01:42
2,https://www.ptt.cc/bbs/Beauty/M.1583339948.A.BE7.html,推,danniel21,江國斌才帥,115.82.204.56 03/05 10:29
0,https://www.ptt.cc/bbs/Beauty/M.1583353192.A.560.html,→,Joe90352,哈嘍你要被樓下噓不會縮網址不會貼圖了,42.74.110.75 03/05 04:30
1,https://www.ptt.cc/bbs/Beauty/M.1583353192.A.560.html,噓,yuma0914,真的爛,111.82.120.186 03/05 06:07
2,https://www.ptt.cc/bbs/Beauty/M.1583353192.A.560.html,噓,poca777,不會縮網址，可憐阿。,115.82.196.61 03/05 06:44
3,https://www.ptt.cc/bbs/Beauty/M.1583353192.A.560.html,→,leon1997kimo,https://imgur.com/aOwNmZI,220.135.66.98 03/05 06:58
4,https://www.ptt.cc/bbs/Beauty/M.1583353192.A.560.html,→,leon1997kimo,幫貼 不用謝,220.135.66.98 03/05 06:58
5,https://www.ptt.cc/bbs/Beauty/M.1583353192.A.560.html,推,chewthelife8,哇VW新車好兇,42.73.128.60 03/05 08:05
6,https://www.ptt.cc/bbs/Beauty/M.1583353192.A.560.html,噓,NikonD5,可憐哪,118.165.8.227 03/05 09:20
7,https://www.ptt.cc/bbs/Beauty/M.1583353192.A.560.html,推,srafig4,FB 蘇小安 aninha’s working gallery,123.194.188.228 03/05 12:05
8,https://www.ptt.cc/bbs/Beauty/M.1583353192.A.560.html,推,vincentsoon,是在哈囉？,110.50.185.176 03/05 15:39
9,https://www.ptt.cc/bbs/Beauty/M.1583353192.A.560.html,推,bluewhale97,arteon,39.11.69.200 03/05 17:29
0,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,→,enkidu0830,吃未成年，廢掉了,101.10.5.56 03/05 06:54
1,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,→,godmusk,中,126.233.166.106 03/05 07:31
2,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,推,shau7276,祟,180.217.230.35 03/05 07:45
3,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,推,DanGong5566,欸欸欸，誰准你放中條彩未的照片啦,1.161.167.47 03/05 07:46
4,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,whatupjk,害了我的唐田我還不噓爆你,223.139.11.79 03/05 07:51
5,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,推,hmt17,外遇的是中条あやみ不是東出昌大,101.8.208.241 03/05 07:52
6,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,推,linchen1121,也不是東出害的吧，是唐田把她們的合,223.139.139.17 03/05 07:56
7,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,→,linchen1121,照給朋友消息才流出去的,223.139.139.17 03/05 07:56
8,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,推,laba5566,可以理解 是個男的看到唐田都想衝動,73.197.58.64 03/05 07:57
9,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,→,hmt17,禮服穿超低+1x公分高跟鞋，女生故意讓東出,101.8.208.241 03/05 08:13
10,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,→,hmt17,摸她屁股扶她走坎城的階梯 呵呵,101.8.208.241 03/05 08:13
11,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,推,beersea0815,樓上會不會腦補太多，最好是穿這樣就,111.82.4.44 03/05 08:17
12,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,→,beersea0815,可以讓人家摸你的屁股啦,111.82.4.44 03/05 08:17
13,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,bg115478,還我唐田,223.140.90.74 03/05 08:21
14,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,leon1997kimo,唐田很普阿,220.135.66.98 03/05 08:30
15,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,→,hmt17,https://youtu.be/bJ_5NFN4jog  17：00,101.8.208.241 03/05 08:50
16,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,推,uni012157,這個我可以,14.161.6.213 03/05 08:53
17,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,推,earltyro,好像伯恩,58.96.221.212 03/05 09:11
18,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,link9331,髒東西 下去,110.30.105.194 03/05 09:30
19,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,Satansblessi,杏還出來道歉！ 拉機,27.246.105.41 03/05 09:53
20,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,HunsKing,浮氣,42.76.234.36 03/05 10:11
21,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,sasori1027,外遇,1.165.42.60 03/05 10:12
22,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,推,Gary5566,幫貼一篇小日向文世好嗎,123.194.10.95 03/05 10:19
23,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,sizukuchrist,渣 杏很可憐欸,110.67.115.206 03/05 10:22
24,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,vorstsky,杏錯了嗎？,61.222.147.25 03/05 10:45
25,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,Arimura1999,臭了臭了,42.77.126.225 03/05 11:08
26,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,whatupjk,太氣 再噓一次,218.173.79.130 03/05 11:33
27,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,→,riddlevii,我可以，想被他出,114.46.148.108 03/05 11:41
28,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,orzbluesky,渣男,36.227.181.118 03/05 11:45
29,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,→,c36971,無法理解說不是男方害的在想什麼...,126.168.123.240 03/05 12:01
30,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,推,babababala,靠阿就有偷吃，這就是外遇好嗎==？而,42.73.142.139 03/05 12:16
31,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,→,babababala,且還是3年，一個巴掌拍不響。不是東出,42.73.142.139 03/05 12:16
32,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,→,babababala,害的？神邏輯,42.73.142.139 03/05 12:16
33,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,karol1995,渣男 嘔嘔嘔,223.136.219.33 03/05 12:19
34,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,howhowland,劈腿,61.216.182.68 03/05 12:22
35,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,sinben,渣男 爛老二,223.137.176.206 03/05 12:25
36,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,→,sinben,唐田也是個必取,223.137.176.206 03/05 12:26
37,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,sinben,還幫他説話的 不知道都哪種人？,223.137.176.206 03/05 12:28
38,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,seishin,外遇男,27.242.9.80 03/05 13:07
39,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,shawn030,原本真的蠻喜歡他的嗚嗚,218.161.108.196 03/05 13:29
40,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,ssss06,帥可是很渣 氣死我了,101.13.146.76 03/05 14:13
41,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,stockings,不倫男,223.137.224.216 03/05 14:29
42,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,推,suglin39,渣男,223.136.67.22 03/05 15:11
43,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,fk6418,爛透了 結婚有三年都外遇,123.0.54.87 03/05 15:57
44,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,推,sck3612575,老婆長那樣可以理解為啥外遇,111.249.18.201 03/05 15:58
45,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,→,whatupjk,那請問樓上他們還結什麼鳥婚？家家酒嗎,42.74.131.76 03/05 16:05
46,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,ryle1771,靠老婆 偷吃還有人要護航 某樓邏輯真棒,1.174.95.175 03/05 16:07
47,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,Terry2231,侯,36.229.221.71 03/05 16:58
48,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,→,Terry2231,小牙籤只能找未成年 嘖嘖,36.229.221.71 03/05 16:59
49,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,st93522,渣,42.77.83.80 03/05 18:12
50,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,darlin002,不倫 下去,1.200.46.1 03/05 18:59
51,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,LastDinosaur,杏很可愛好嗎,223.137.202.255 03/05 20:11
52,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,推,godofsex,我可以,180.204.4.251 03/06 01:48
53,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,dreamsea2109,爛貨 害我看不到唐田,111.83.48.214 03/06 12:22
54,https://www.ptt.cc/bbs/Beauty/M.1583359987.A.D45.html,噓,samemily,還我唐田來！,49.216.46.175 03/06 23:01
0,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,推,Wardyal,透...透明系？,114.198.160.22 03/05 09:50
1,https://www.ptt.cc/bbs/Beauty/M.1583371931.A.6AF.html,推,vincent1985,濾鏡調一下 光打強一點 人人都是透明,111.82.6.55 03/05 09:51
